Id,engine_capacity,type,registration_year,gearbox,power,model,mileage,fuel,brand,damage,zipcode,insurance_price,price
26319,0.6578421737925129,0.5,0.8591549295774641,0.5,0.5094689437700477,0.9090909090909092,1.0,1.0,0.9444444444444444,0.0,1326,0.5107303254063325,8.965206802770357
61927,0.5946691721282825,0.3333333333333333,0.6619718309859159,0.5,0.46391727362153123,0.5909090909090909,0.8498100620328151,0.3333333333333333,0.6666666666666666,0.0,30952,0.21763919021059658,7.1846291527173145
84055,0.6347057302377562,0.16666666666666666,1.0,0.5,0.4451204520341691,0.4545454545454546,1.0,0.0,0.5555555555555556,,40721,,7.395107546562485
4644,0.6578421737925129,0.16666666666666666,0.8450704225352119,1.0,0.5579249493005891,0.5909090909090909,1.0,1.0,0.8333333333333333,0.0,60433,0.5352698422591515,9.145588494746486
65767,0.5795188127467616,0.0,0.8591549295774641,0.5,0.4350189572499567,0.13636363636363635,1.0,1.0,0.2222222222222222,0.0,26316,0.3698082300129207,7.843064016692054
16418,0.6578421737925129,0.16666666666666666,1.0,0.5,0.41314438209331805,0.09090909090909091,0.4075900941810122,0.0,0.1111111111111111,0.0,72458,,6.590301048196686
86712,0.6787716328167832,0.3333333333333333,0.816901408450704,0.5,0.49778508632661095,0.045454545454545456,1.0,1.0,0.1111111111111111,0.0,24939,0.252582995091665,7.3727463664043285
48039,0.6347057302377562,0.8333333333333333,0.7605633802816882,0.5,0.5348043709795498,0.5909090909090909,1.0,0.3333333333333333,0.9444444444444444,0.0,60435,0.441845749789845,8.462103225098277
89350,0.7317291594600049,0.6666666666666666,0.887323943661972,1.0,0.516581907913973,0.5909090909090909,1.0,1.0,0.6666666666666666,0.0,70794,0.4047520348939891,8.174421152646497
25388,0.6578421737925129,0.5,0.7887323943661961,0.5,0.5026186475083662,0.2727272727272727,1.0,0.3333333333333333,0.2222222222222222,0.0,21493,0.21763919021059658,6.812345094177479
28566,0.6578421737925129,1.0,0.5774647887323923,0.5,0.4935764575647104,0.5909090909090909,0.4075900941810122,0.3333333333333333,0.6666666666666666,0.0,75181,0.6453778347821155,10.052123051675276
6002,0.6578421737925129,0.3333333333333333,0.7605633802816882,0.5,0.4543199220815739,0.36363636363636365,0.8807875396193521,0.3333333333333333,0.8333333333333333,0.0,75365,0.21763919021059658,6.9957661563048505
65362,0.6578421737925129,0.3333333333333333,0.816901408450704,0.5,0.5116548296382613,0.6363636363636364,1.0,0.3333333333333333,0.8888888888888888,0.0,28816,0.3698082300129207,8.13505390861157
27163,0.6578421737925129,0.5,0.929577464788732,0.5,0.5026186475083662,0.5909090909090909,0.6769924925288455,0.3333333333333333,0.0,0.0,42657,0.4003345755401249,9.064736398117391
58394,0.6578421737925129,0.3333333333333333,-27.35211267605634,0.5,0.5294858634790232,0.6363636363636364,1.0,0.3333333333333333,0.8888888888888888,0.0,45768,,8.517992871586802
53008,0.6347057302377562,0.5,0.7605633802816882,0.5,0.48918868525119785,0.5909090909090909,1.0,0.3333333333333333,0.1111111111111111,0.0,57078,0.33677732678888667,7.313886831633462
7369,0.6347057302377562,0.5,0.7887323943661961,0.5,0.49778508632661095,0.045454545454545456,1.0,0.3333333333333333,0.1111111111111111,0.0,33617,0.21763919021059658,7.251344983372214
50864,0.6347057302377562,0.5,0.816901408450704,0.5,0.46391727362153123,0.2727272727272727,0.9463948908766788,1.0,0.2222222222222222,0.0,21337,0.38602785360503994,7.860570785538664
79240,0.6088413868529735,0.0,0.929577464788732,0.5,0.4798097598268685,0.18181818181818182,1.0,1.0,0.5555555555555556,0.0,73453,0.4845289072373466,9.009447429596793
17608,0.6578421737925129,0.5,0.8309859154929562,0.5,0.5199624431634692,0.045454545454545456,1.0,0.3333333333333333,0.1111111111111111,0.0,26219,0.3638818475924878,7.911690520708339
25360,0.6578421737925129,0.8333333333333333,0.6619718309859159,0.5,0.49008130630784247,0.5909090909090909,1.0,0.3333333333333333,0.1111111111111111,0.0,74193,0.43185655569759035,8.536211197252
35192,0.6578421737925129,0.5,0.929577464788732,0.5,0.5116548296382613,0.7272727272727273,0.9463948908766788,1.0,0.9444444444444444,0.0,41372,0.5544165169994832,9.554284623436097
21720,0.6088413868529735,0.3333333333333333,0.7605633802816882,0.5,0.47580548611307094,0.5909090909090909,1.0,0.3333333333333333,0.5555555555555556,,86150,0.3808582757811971,7.729735331385051
98972,0.6578421737925129,0.16666666666666666,0.633802816901408,0.0,0.49008130630784247,0.4545454545454546,1.0,0.0,0.5555555555555556,,45964,0.23636337149954584,6.302618975744905
37034,0.6578421737925129,0.3333333333333333,-27.35211267605634,0.5,0.4451204520341691,0.7272727272727273,1.0,1.0,0.9444444444444444,,40210,,7.688913336864796
54921,0.5265612861035398,0.0,0.9014084507042242,0.5,0.43349156504685327,0.5909090909090909,0.6769924925288455,0.3333333333333333,0.7222222222222222,,47551,0.252582995091665,7.976595409316577
31948,0.6578421737925129,0.3333333333333333,0.6760563380281681,0.5,0.4952805804627596,0.6818181818181819,1.0,0.3333333333333333,0.8333333333333333,,38465,0.21763919021059658,6.456769655572163
53935,0.6578421737925129,0.8333333333333333,0.816901408450704,0.5,0.5116548296382613,0.6363636363636364,0.0,0.3333333333333333,0.8888888888888888,,45355,0.1683886633944433,7.1846291527173145
83415,0.6578421737925129,0.3333333333333333,0.774647887323944,0.5,0.4451204520341691,0.3181818181818182,1.0,1.0,0.16666666666666666,0.0,77694,0.26688971702674996,7.113142108707088
5125,0.6088413868529735,0.5,0.9154929577464799,1.0,0.4798097598268685,0.5909090909090909,0.8807875396193521,1.0,0.7777777777777777,0.0,33719,0.5544165169994832,9.264449697623215
27200,0.646578519633974,0.5,-27.380281690140848,0.5,0.5026186475083662,0.5,1.0,1.0,0.5555555555555556,1.0,87439,,7.428333194190806
52021,0.5456683851887432,0.0,0.7887323943661961,0.5,0.4451204520341691,0.0,0.6113851412715183,0.3333333333333333,0.0,0.0,68723,0.26688971702674996,7.601402334583733
48177,0.6578421737925129,0.6666666666666666,0.9436619718309842,0.5,0.5094689437700477,0.9545454545454546,0.8807875396193521,1.0,0.5555555555555556,0.0,53113,0.6696982425415292,10.177286194629282
44025,0.4824953835245129,1.0,0.929577464788732,1.0,0.4592302352400826,0.5909090909090909,0.5268025545616606,0.3333333333333333,0.05555555555555555,0.0,71069,0.5228007763241933,9.085570485020233
52552,0.6578421737925129,1.0,0.9577464788732399,1.0,0.5671637019120098,0.6363636363636364,0.6113851412715183,1.0,0.8888888888888888,0.0,73268,0.6615974583742348,10.393845127662255
91161,0.6088413868529735,0.3333333333333333,0.8450704225352119,0.5,0.49008130630784247,0.5,0.8151801883620249,0.3333333333333333,0.5555555555555556,0.0,57518,0.45965319657784837,8.653819788948063
52674,0.6578421737925129,0.16666666666666666,1.0,0.5,0.42211500168490657,0.5909090909090909,1.0,0.3333333333333333,0.16666666666666666,0.0,50937,,7.729735331385051
20995,0.5456683851887432,0.0,0.9014084507042242,0.5,0.42211500168490657,0.18181818181818182,1.0,0.3333333333333333,0.5555555555555556,0.0,7554,0.4090144632825698,8.31752199628717
59306,0.6578421737925129,0.6666666666666666,0.8309859154929562,0.5,0.48460583797312196,0.5909090909090909,1.0,1.0,0.2222222222222222,,46397,0.4003345755401249,7.878155336503324
18404,0.6578421737925129,0.5,0.8028169014084519,0.5,0.47580548611307094,0.2272727272727273,1.0,1.0,0.1111111111111111,0.0,95158,0.23636337149954584,7.036148493750536
81175,0.6578421737925129,0.6666666666666666,0.8309859154929562,0.5,0.47269679568294337,0.5909090909090909,1.0,1.0,0.2222222222222222,0.0,22339,0.26688971702674996,7.709308333385869
18257,0.6578421737925129,0.0,-27.3943661971831,0.0,0.4451204520341691,0.5909090909090909,0.9463948908766788,0.3333333333333333,0.16666666666666666,0.0,56865,,6.3818160174060985
39544,0.6578421737925129,0.0,0.7464788732394361,0.5,0.4409118232722687,0.5454545454545454,0.0,0.3333333333333333,0.16666666666666666,0.0,32120,0.23636337149954584,6.813444599510896
35154,0.6347057302377562,0.3333333333333333,0.704225352112676,0.5,0.49778508632661095,0.7272727272727273,1.0,0.3333333333333333,0.9444444444444444,,4746,0.21763919021059658,6.802394763324311
26363,0.5795188127467616,0.0,0.8028169014084519,0.5,0.46391727362153123,0.09090909090909091,1.0,0.3333333333333333,0.1111111111111111,0.0,41516,0.21763919021059658,7.036148493750536
27469,0.8590533074452955,0.0,0.8309859154929562,0.5,0.43652405095875607,0.13636363636363635,0.6769924925288455,0.3333333333333333,0.2222222222222222,1.0,79618,0.43860644462697157,7.976595409316577
2327,0.6578421737925129,0.5,0.9014084507042242,0.5,0.5026186475083662,0.9545454545454546,1.0,1.0,0.5555555555555556,1.0,63695,0.49109627660599825,8.715552125907816
7880,0.6578421737925129,0.16666666666666666,1.0,0.5,0.4451204520341691,0.4545454545454546,0.9463948908766788,0.0,0.5555555555555556,,79771,,6.214608098422191
46997,0.6578421737925129,0.16666666666666666,0.704225352112676,0.5,0.46949144669142406,0.5909090909090909,1.0,0.3333333333333333,0.6666666666666666,,15230,0.21763919021059658,7.149916836132109
41660,0.6578421737925129,0.5,0.7323943661971839,0.5,0.5064804131297606,0.5909090909090909,1.0,0.3333333333333333,0.1111111111111111,0.0,21502,0.19549318419804457,7.1846291527173145
47850,0.6578421737925129,1.0,0.8450704225352119,0.5,0.516581907913973,0.6363636363636364,0.8498100620328151,1.0,0.8888888888888888,0.0,35578,0.44500090756811955,8.99949587624899
90198,0.646578519633974,0.3333333333333333,-27.338028169014084,0.5,0.4798097598268685,0.4545454545454546,1.0,1.0,0.5555555555555556,0.0,22307,,8.148156439921625
70685,0.6787716328167832,0.3333333333333333,0.774647887323944,0.5,0.5123732791520725,0.5909090909090909,1.0,0.3333333333333333,0.1111111111111111,0.0,40724,0.2912645331834051,7.480992162869525
34376,0.6578421737925129,0.3333333333333333,0.7464788732394361,0.5,0.5002301911586271,0.5909090909090909,0.9463948908766788,0.3333333333333333,0.611111111111111,0.0,10409,0.3205577031967674,7.501082124259871
75700,0.6088413868529735,0.0,0.7183098591549282,0.5,0.4451204520341691,0.4545454545454546,1.0,0.3333333333333333,0.5555555555555556,0.0,24395,0.23636337149954584,6.694562058521095
72566,0.6578421737925129,0.16666666666666666,0.816901408450704,1.0,0.5251508127662567,0.5909090909090909,1.0,1.0,0.6666666666666666,0.0,65929,0.4283355339535209,8.605204068738951
97434,0.6578421737925129,0.0,-27.35211267605634,0.5,0.42211500168490657,0.5909090909090909,0.7305976016521671,0.3333333333333333,0.05555555555555555,,96106,,7.578656850594762
43785,0.6578421737925129,0.5,0.9014084507042242,0.5,0.5336459645450347,0.8636363636363636,1.0,1.0,0.8888888888888888,0.0,58840,0.5884076366453894,9.487593248937424
15933,0.6578421737925129,0.3333333333333333,0.8591549295774641,1.0,0.513086756657105,0.2727272727272727,0.5268025545616606,0.3333333333333333,0.2222222222222222,0.0,21037,0.441845749789845,8.637816633739977
64737,0.6578421737925129,0.0,0.9577464788732399,0.5,0.5376446907817392,0.5909090909090909,0.6113851412715183,0.3333333333333333,1.0,0.0,27211,0.5629654432793114,9.736606180230051
21300,0.6578421737925129,0.0,0.9014084507042242,0.5,0.49778508632661095,0.5909090909090909,0.8151801883620249,0.3333333333333333,1.0,0.0,10961,0.516050887394812,8.892748769118258
98750,0.6578421737925129,0.0,-27.366197183098592,0.5,0.4451204520341691,0.0,0.8807875396193521,0.3333333333333333,0.0,0.0,26607,,7.480992162869525
2406,0.6578421737925129,0.3333333333333333,0.7464788732394361,0.5,0.47580548611307094,0.2272727272727273,1.0,0.3333333333333333,0.1111111111111111,0.0,18334,0.23636337149954584,7.1846291527173145
84410,0.6578421737925129,0.6666666666666666,0.7183098591549282,0.5,0.49008130630784247,0.5909090909090909,1.0,0.3333333333333333,0.2222222222222222,0.0,69518,0.21763919021059658,6.498282149476434
58279,0.6347057302377562,0.5,-26.028169014084508,0.5,0.46391727362153123,0.5909090909090909,1.0,0.3333333333333333,0.0,0.0,37539,,6.302618975744905
21873,0.6578421737925129,0.3333333333333333,0.8028169014084519,0.5,0.49008130630784247,0.6363636363636364,1.0,0.3333333333333333,0.8888888888888888,1.0,23560,0.38602785360503994,7.601901959875166
68918,0.646578519633974,0.6666666666666666,0.8028169014084519,1.0,0.49008130630784247,0.5909090909090909,1.0,1.0,0.5,1.0,30167,0.30183352190781826,7.21890970761906
49177,0.6578421737925129,0.0,0.887323943661972,0.5,0.4935764575647104,0.5909090909090909,0.7759200756309999,0.3333333333333333,1.0,0.0,97511,0.4480761792897095,8.917578753781104
21326,0.6578421737925129,0.6666666666666666,0.8028169014084519,0.0,0.49008130630784247,0.5909090909090909,1.0,1.0,0.5555555555555556,,29462,0.252582995091665,7.976595409316577
26931,0.6578421737925129,0.16666666666666666,0.704225352112676,0.5,0.4451204520341691,0.4545454545454546,1.0,0.3333333333333333,0.5555555555555556,0.0,45661,0.23636337149954584,6.802394763324311
40231,0.6578421737925129,0.0,0.7464788732394361,0.5,0.4451204520341691,0.0,1.0,0.3333333333333333,0.0,0.0,26683,,6.12029741895095
35831,0.5795188127467616,0.3333333333333333,0.8591549295774641,0.5,0.45177418562808574,0.4545454545454546,1.0,0.3333333333333333,0.5555555555555556,0.0,53757,0.3754588648806268,8.272059622210412
30404,0.6578421737925129,0.3333333333333333,0.929577464788732,0.5,0.49008130630784247,1.0,0.8807875396193521,1.0,0.8888888888888888,0.0,50667,0.4822584346867947,9.202207388745993
12630,0.6578421737925129,0.0,0.704225352112676,0.5,0.39245581774172733,0.18181818181818182,1.0,0.3333333333333333,0.5555555555555556,0.0,82194,0.1683886633944433,6.456769655572163
63989,0.6578421737925129,0.0,0.9014084507042242,0.5,0.4350189572499567,0.5454545454545454,0.8498100620328151,0.3333333333333333,0.611111111111111,0.0,60435,0.4131323744086412,8.459987717645458
14257,0.6088413868529735,0.16666666666666666,0.8309859154929562,0.5,0.47580548611307094,0.4545454545454546,1.0,0.3333333333333333,0.5555555555555556,0.0,72654,0.3909863683960891,8.121480374750751
994,0.6578421737925129,0.6666666666666666,0.8309859154929562,0.5,0.4935764575647104,0.5909090909090909,1.0,0.0,0.0,0.0,97076,0.27968751589526625,7.646353722445999
36692,0.6578421737925129,0.8333333333333333,0.9014084507042242,0.5,0.5462410918571522,0.5909090909090909,0.8151801883620249,0.3333333333333333,0.5555555555555556,0.0,94526,0.555675251007856,9.370671910878523
23733,0.6578421737925129,0.0,0.7887323943661961,0.5,0.47580548611307094,0.7727272727272727,1.0,1.0,0.9444444444444444,0.0,56564,0.35108404872397164,7.787796878181171
16067,0.6578421737925129,0.5,0.8732394366197163,0.5,0.5251508127662567,0.6363636363636364,1.0,1.0,0.8888888888888888,0.0,19258,0.4568607346343316,8.759354748566208
88900,0.6578421737925129,0.3333333333333333,0.8591549295774641,0.5,0.5294858634790232,0.5909090909090909,1.0,1.0,0.5555555555555556,0.0,93489,0.4676648962198366,8.867568333206442
25767,0.5456683851887432,0.0,0.8591549295774641,0.5,0.45177418562808574,0.09090909090909091,0.9463948908766788,0.3333333333333333,0.1111111111111111,0.0,41199,0.3808582757811971,7.878155336503324
87510,0.6578421737925129,0.0,0.8309859154929562,0.5,0.4033181800975445,0.5909090909090909,0.9463948908766788,0.3333333333333333,0.5,0.0,57518,0.3576514180926233,7.401231264413015
24229,0.5265612861035398,0.0,0.8450704225352119,0.5,0.41314438209331805,0.5909090909090909,1.0,0.3333333333333333,0.05555555555555555,,27570,0.33677732678888667,7.480992162869525
92926,0.6578421737925129,0.16666666666666666,1.0,0.5,0.5232356415078897,0.6818181818181819,1.0,0.3333333333333333,0.8333333333333333,0.0,40231,,7.729735331385051
37944,0.6578421737925129,1.0,0.6197183098591559,0.0,0.4798097598268685,0.5909090909090909,0.8498100620328151,0.0,0.2222222222222222,,1616,0.23636337149954584,6.9957661563048505
95531,0.6347057302377562,0.5,0.8450704225352119,0.5,0.49778508632661095,0.5909090909090909,1.0,0.3333333333333333,0.6666666666666666,0.0,32657,0.3909863683960891,8.32845106681936
60721,0.6578421737925129,1.0,0.816901408450704,1.0,0.5610974177024459,0.6363636363636364,1.0,0.3333333333333333,0.8888888888888888,,56566,0.5531446022906679,9.229358377811945
